Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     592/2170        TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
                0.00    0.00     604/2170        TextureManager::delete_tex(Texture&) [328]
[300]    0.0    0.00    0.00    2170         Texture::~Texture() [300]
-----------------------------------------------
                0.00    0.00       6/2034        GPUImpostorClusteringHelper::prepare_intermediate_data(Block&, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >, ClusteringContext*) [502]
                0.00    0.00      10/2034        GrassGenerator::pack_all_grass(GrassPacked&, Heightmap&) [12]
                0.00    0.00      10/2034        TextureAtlas::increase_capacity_tex(Texture&, int) [515]
                0.00    0.00     360/2034        BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
                0.00    0.00     464/2034        TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00    1184/2034        TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
[301]    0.0    0.00    0.00    2034         Shader::use() [301]
-----------------------------------------------
                0.00    0.00       1/1854        TextureAtlas::increase_capacity() [554]
                0.00    0.00      21/1854        BranchCatalogue::add(PackedBranch&, int) [310]
                0.00    0.00    1832/1854        TreePreprocessor::simplify_branch_rec(Branch*, int) [517]
[302]    0.0    0.00    0.00    1854         std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [302]
-----------------------------------------------
                0.00    0.00       3/1768        GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool) [20]
                0.00    0.00       7/1768        BlkManager::load_block_from_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [491]
                0.00    0.00       8/1768        GroveGenerator::get_generator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [556]
                0.00    0.00       9/1768        Clusterizer2::prepare(Block&) [530]
                0.00    0.00      20/1768        parser::parse_arguments(int, char**) [694]
                0.00    0.00     144/1768        read_array(char const*, int&, Block::DataArray&) [482]
                0.00    0.00     389/1768        load_block(char const*, int&, Block&) <cycle 1> [431]
                0.00    0.00    1188/1768        read_value(char const*, int&, Block::Value&) <cycle 1> [351]
[303]    0.0    0.00    0.00    1768         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [303]
-----------------------------------------------
                0.00    0.00    1731/1731        Branch::pack(PackedBranch&) [311]
[304]    0.0    0.00    0.00    1731         void std::vector<PackedLeaf, std::allocator<PackedLeaf> >::_M_realloc_insert<PackedLeaf const&>(__gnu_cxx::__normal_iterator<PackedLeaf*, std::vector<PackedLeaf, std::allocator<PackedLeaf> > >, PackedLeaf const&) [304]
-----------------------------------------------
                0.00    0.00    1731/1731        Branch::pack(PackedBranch&) [311]
[305]    0.0    0.00    0.00    1731         void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [305]
-----------------------------------------------
                0.00    0.00       5/1458        Planter::get_saplings() [74]
                0.00    0.00      72/1458        Clusterizer2::prepare_result(Block&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >&, ClusteringContext*, std::vector<ClusteringBase::ClusterStruct, std::allocator<ClusteringBase::ClusterStruct> >&) [497]
                0.00    0.00     108/1458        BillboardCloudRaw::split_IDA_by_type(InstanceDataArrays&, std::vector<InstanceDataArrays, std::allocator<InstanceDataArrays> >&) [447]
                0.00    0.00     122/1458        Clusterizer2::get_base_clusters(Block&, Tree*, int, int, std::vector<ClusterData, std::allocator<ClusterData> >&, ClusteringContext*) [27]
                0.00    0.00     122/1458        ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&) [28]
                0.00    0.00     458/1458        Billboard::Billboard(BBox const&, int, int, int, glm::vec<3, float, (glm::qualifier)0>, bool) [335]
                0.00    0.00     571/1458        GETreeGenerator::add_SPCol_points_solid_angle(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, int, float, GETreeGenerator::SpaceColonizationData&) [63]
[306]    0.0    0.00    0.00    1458         void std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::_M_realloc_insert<glm::vec<3, float, (glm::qualifier)0> const&>(__gnu_cxx::__normal_iterator<glm::vec<3, float, (glm::qualifier)0>*, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, glm::vec<3, float, (glm::qualifier)0> const&) [306]
-----------------------------------------------
                0.00    0.00     111/1411        BillboardCloudRaw::get_minimal_bbox_fixed_dirs(Branch*) [67]
                0.00    0.00     122/1411        BillboardCloudRaw::get_bbox(Branch*, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) [66]
                0.00    0.00     458/1411        Billboard::Billboard(BBox const&, int, int, int, glm::vec<3, float, (glm::qualifier)0>, bool) [335]
                0.00    0.00     720/1411        BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[307]    0.0    0.00    0.00    1411         glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [307]
-----------------------------------------------
                0.00    0.00    1379/1379        Field_2d::fill_func(std::function<float (glm::vec<2, float, (glm::qualifier)0>&)>) [69]
[308]    0.0    0.00    0.00    1379         std::_Function_handler<float (glm::vec<2, float, (glm::qualifier)0>&), Planter::get_saplings()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<2, float, (glm::qualifier)0>&) [308]
-----------------------------------------------
                0.00    0.00    1374/1374        Billboard::Billboard(BBox const&, int, int, int, glm::vec<3, float, (glm::qualifier)0>, bool) [335]
[309]    0.0    0.00    0.00    1374         glm::vec<3, float, (glm::qualifier)0>& std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::emplace_back<glm::vec<3, float, (glm::qualifier)0> >(glm::vec<3, float, (glm::qualifier)0>&&) [309]
-----------------------------------------------
                0.00    0.00    1373/1373        pack_branch_recursively(Branch*, GrovePacked&, std::vector<unsigned int, std::allocator<unsigned int> >&, BranchStructure&, int, int) [461]
[310]    0.0    0.00    0.00    1373         BranchCatalogue::add(PackedBranch&, int) [310]
                0.00    0.00      62/62          void std::vector<PackedBranch, std::allocator<PackedBranch> >::_M_realloc_insert<PackedBranch const&>(__gnu_cxx::__normal_iterator<PackedBranch*, std::vector<PackedBranch, std::allocator<PackedBranch> > >, PackedBranch const&) [382]
                0.00    0.00      21/1854        std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool) [302]
-----------------------------------------------
                0.00    0.00    1373/1373        pack_branch_recursively(Branch*, GrovePacked&, std::vector<unsigned int, std::allocator<unsigned int> >&, BranchStructure&, int, int) [461]
[311]    0.0    0.00    0.00    1373         Branch::pack(PackedBranch&) [311]
                0.00    0.00    1731/1731        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [305]
                0.00    0.00    1731/1731        void std::vector<PackedLeaf, std::allocator<PackedLeaf> >::_M_realloc_insert<PackedLeaf const&>(__gnu_cxx::__normal_iterator<PackedLeaf*, std::vector<PackedLeaf, std::allocator<PackedLeaf> > >, PackedLeaf const&) [304]
                0.00    0.00     799/41408       std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::operator=(std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > const&) [281]
                0.00    0.00     718/718         PackedJoint& std::vector<PackedJoint, std::allocator<PackedJoint> >::emplace_back<PackedJoint>(PackedJoint&&) [326]
-----------------------------------------------
                0.00    0.00       1/1300        GrassGenerator::set_grass_types(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, GrassType, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > > const&, Block&) [671]
                0.00    0.00       1/1300        TextureManager::TextureManager() [2093]
                0.00    0.00       4/1300        RawTreesDatabase::pack_ready(GrovePacker&, SceneGenerator::SceneGenerationContext&, bool) [9]
                0.00    0.00       4/1300        ImpostorBaker::make_impostor(Branch&, TreeTypeData&, Impostor&, ImpostorBaker::ImpostorGenerationParams&, TextureAtlas&, BBox&) [29]
                0.00    0.00       6/1300        parser::prepare_global_ggd_from_settings(SceneGenerator::SceneGenerationContext&) [696]
                0.00    0.00       6/1300        std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, TreeTypeData&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, TreeTypeData&) [547]
                0.00    0.00       7/1300        std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, GrassType&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, GrassType&) [495]
                0.00    0.00      11/1300        void std::vector<GrassType, std::allocator<GrassType> >::_M_realloc_insert<GrassType const&>(__gnu_cxx::__normal_iterator<GrassType*, std::vector<GrassType, std::allocator<GrassType> > >, GrassType const&) [521]
                0.00    0.00      16/1300        GroveGenerationData::GroveGenerationData(GroveGenerationData const&) [518]
                0.00    0.00      20/1300        TextureAtlas::TextureAtlas(TextureAtlas const&) [473]
                0.00    0.00      29/1300        TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00      29/1300        std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Texture&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, Texture&) [426]
                0.00    0.00      32/1300        BillboardCloudRaw::prepare(int, std::vector<Branch, std::allocator<Branch> >&, TextureAtlas*) [35]
                0.00    0.00      36/1300        Visualizer::Visualizer(Texture, Texture, Shader*) [442]
                0.00    0.00      96/1300        TreeTypeData::TreeTypeData(TreeTypeData const&) [401]
                0.00    0.00     162/1300        TextureManager::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [354]
                0.00    0.00     840/1300        std::pair<std::_Rb_tree_iterator<std::pair<unsigned int const, Texture> >, bool> std::_Rb_tree<unsigned int, std::pair<unsigned int const, Texture>, std::_Select1st<std::pair<unsigned int const, Texture> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, Texture> > >::_M_emplace_unique<unsigned int&, Texture&>(unsigned int&, Texture&) [321]
[312]    0.0    0.00    0.00    1300         Texture::Texture(Texture const&) [312]
-----------------------------------------------
                0.00    0.00       6/1257        PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [565]
                0.00    0.00      12/1257        TextureAtlas::increase_capacity_tex(Texture&, int) [515]
                0.00    0.00      72/1257        TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
                0.00    0.00      87/1257        TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00    1080/1257        BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[313]    0.0    0.00    0.00    1257         void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [313]
-----------------------------------------------
                0.00    0.00     563/1226        std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}> const&, std::_Manager_operation) [291]
                0.00    0.00     663/1226        BillboardCloudRaw::prepare(int, std::vector<Branch, std::allocator<Branch> >&, TextureAtlas*) [35]
[314]    0.0    0.00    0.00    1226         BillboardCloudRaw::BPD_comp(BillboardCloudRaw::BranchProjectionData&, BillboardCloudRaw::BranchProjectionData&) [314]
-----------------------------------------------
                0.00    0.00    1184/1184        TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
[315]    0.0    0.00    0.00    1184         std::_Function_handler<void (Model*), TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) [315]
-----------------------------------------------
                0.00    0.00    1080/1080        BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[316]    0.0    0.00    0.00    1080         std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}> const&, std::_Manager_operation) [316]
-----------------------------------------------
                0.00    0.00       7/978         BlkManager::load_block_from_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [491]
                0.00    0.00      99/978         read_array(char const*, int&, Block::DataArray&) [482]
                0.00    0.00     207/978         load_block(char const*, int&, Block&) <cycle 1> [431]
                0.00    0.00     665/978         read_value(char const*, int&, Block::Value&) <cycle 1> [351]
[317]    0.0    0.00    0.00     978         next_token[abi:cxx11](char const*, int&) [317]
-----------------------------------------------
                                2346             Cluster::ward_dist(Cluster*, float, float) [clone .constprop.157] [318]
                0.00    0.00     168/950         ClusterDendrogramm::get_P_delta(int, std::__cxx11::list<int, std::allocator<int> >&, std::__cxx11::list<ClusterDendrogramm::Dist, std::allocator<ClusterDendrogramm::Dist> >&, float&) [448]
                0.00    0.00     782/950         ClusterDendrogramm::make(int, int) [500]
[318]    0.0    0.00    0.00     950+2346    Cluster::ward_dist(Cluster*, float, float) [clone .constprop.157] [318]
                0.00    0.00     782/782         std::pair<std::_Rb_tree_iterator<std::pair<Cluster* const, DistData> >, bool> std::_Rb_tree<Cluster*, std::pair<Cluster* const, DistData>, std::_Select1st<std::pair<Cluster* const, DistData> >, std::less<Cluster*>, std::allocator<std::pair<Cluster* const, DistData> > >::_M_emplace_unique<Cluster*&, float&>(Cluster*&, float&) [324]
                0.00    0.00      29/847         std::pair<std::_Rb_tree_iterator<std::pair<Cluster* const, DistData> >, bool> std::_Rb_tree<Cluster*, std::pair<Cluster* const, DistData>, std::_Select1st<std::pair<Cluster* const, DistData> >, std::less<Cluster*>, std::allocator<std::pair<Cluster* const, DistData> > >::_M_emplace_unique<Cluster*&, DistData&>(Cluster*&, DistData&) [320]
                                2346             Cluster::ward_dist(Cluster*, float, float) [clone .constprop.157] [318]
-----------------------------------------------
                0.00    0.00      29/853         Texture::Texture(SDL_Surface*) [425]
                0.00    0.00     824/853         Texture::Texture(int, int, bool, int) [322]
[319]    0.0    0.00    0.00     853         Texture::Texture() [319]
                0.00    0.00     853/3039        debugl(unsigned int, char const*, ...) [294]
-----------------------------------------------
                0.00    0.00      29/847         Cluster::ward_dist(Cluster*, float, float) [clone .constprop.157] [318]
                0.00    0.00     818/847         ClusterDendrogramm::get_P_delta(int, std::__cxx11::list<int, std::allocator<int> >&, std::__cxx11::list<ClusterDendrogramm::Dist, std::allocator<ClusterDendrogramm::Dist> >&, float&) [448]
[320]    0.0    0.00    0.00     847         std::pair<std::_Rb_tree_iterator<std::pair<Cluster* const, DistData> >, bool> std::_Rb_tree<Cluster*, std::pair<Cluster* const, DistData>, std::_Select1st<std::pair<Cluster* const, DistData> >, std::less<Cluster*>, std::allocator<std::pair<Cluster* const, DistData> > >::_M_emplace_unique<Cluster*&, DistData&>(Cluster*&, DistData&) [320]
-----------------------------------------------
                0.00    0.00      16/840         TextureManager::create_unnamed_array(int, int, bool, int, int) [446]
                0.00    0.00     232/840         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00     592/840         TextureManager::create_unnamed(int, int, bool, int) [329]
[321]    0.0    0.00    0.00     840         std::pair<std::_Rb_tree_iterator<std::pair<unsigned int const, Texture> >, bool> std::_Rb_tree<unsigned int, std::pair<unsigned int const, Texture>, std::_Select1st<std::pair<unsigned int const, Texture> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, Texture> > >::_M_emplace_unique<unsigned int&, Texture&>(unsigned int&, Texture&) [321]
                0.00    0.00     840/1300        Texture::Texture(Texture const&) [312]
-----------------------------------------------
                0.00    0.00     232/824         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00     592/824         TextureManager::create_unnamed(int, int, bool, int) [329]
[322]    0.0    0.00    0.00     824         Texture::Texture(int, int, bool, int) [322]
                0.00    0.00     824/853         Texture::Texture() [319]
-----------------------------------------------
                0.00    0.00       2/788         SceneGenerator::generate_grove() [1]
                0.00    0.00      12/788         HierarcialClusteringParams::load_from_block(Block*) [466]
                0.00    0.00      48/788         GETreeParameters::load_from_blk(Block&) [560]
                0.00    0.00      56/788         GrassType::load_from_blk(Block&) [493]
                0.00    0.00     670/788         ImpostorSimilarityParams::load_from_block(Block*) [358]
[323]    0.0    0.00    0.00     788         Block::get_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double) [323]
-----------------------------------------------
                0.00    0.00     782/782         Cluster::ward_dist(Cluster*, float, float) [clone .constprop.157] [318]
[324]    0.0    0.00    0.00     782         std::pair<std::_Rb_tree_iterator<std::pair<Cluster* const, DistData> >, bool> std::_Rb_tree<Cluster*, std::pair<Cluster* const, DistData>, std::_Select1st<std::pair<Cluster* const, DistData> >, std::less<Cluster*>, std::allocator<std::pair<Cluster* const, DistData> > >::_M_emplace_unique<Cluster*&, float&>(Cluster*&, float&) [324]
-----------------------------------------------
                0.00    0.00       1/725         void std::vector<ImpostorsData, std::allocator<ImpostorsData> >::_M_realloc_insert<ImpostorsData>(__gnu_cxx::__normal_iterator<ImpostorsData*, std::vector<ImpostorsData, std::allocator<ImpostorsData> > >, ImpostorsData&&) [571]
                0.00    0.00       1/725         GenerationJob::generate() [3]
                0.00    0.00       1/725         ImpostorBaker::prepare(ImpostorBaker::ImpostorGenerationParams, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, ImpostorsData*, std::_List_iterator<Impostor>&) [71]
                0.00    0.00       3/725         void std::vector<BillboardCloudData, std::allocator<BillboardCloudData> >::_M_realloc_insert<BillboardCloudData>(__gnu_cxx::__normal_iterator<BillboardCloudData*, std::vector<BillboardCloudData, std::allocator<BillboardCloudData> > >, BillboardCloudData&&) [540]
                0.00    0.00       4/725         GrassGenerator::pack_all_grass(GrassPacked&, Heightmap&) [12]
                0.00    0.00       4/725         ImpostorBaker::prepare(int, std::vector<ClusterData, std::allocator<ClusterData> >&, ImpostorBaker::ImpostorGenerationParams&, ImpostorsData*) [72]
                0.00    0.00       4/725         TextureAtlas::increase_capacity_tex(Texture&, int) [515]
                0.00    0.00       5/725         GrovePacker::~GrovePacker() [668]
                0.00    0.00       6/725         GrovePacker::add_trees_to_grove_internal(GroveGenerationData, GrovePacked&, Tree*, Heightmap*, bool, bool) [22]
                0.00    0.00       7/725         parser::parser_main(int, char**) [2]
                0.00    0.00      10/725         GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool) [20]
                0.00    0.00      24/725         TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
                0.00    0.00      29/725         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00      34/725         BillboardCloudRaw::prepare(int, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, BillboardCloudData*, std::vector<std::_List_iterator<BillboardData>, std::allocator<std::_List_iterator<BillboardData> > >&) [34]
                0.00    0.00      48/725         RawTreesDatabase::pack_ready(GrovePacker&, SceneGenerator::SceneGenerationContext&, bool) [9]
                0.00    0.00     184/725         ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&) [28]
                0.00    0.00     360/725         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[325]    0.0    0.00    0.00     725         Countable::~Countable() [325]
-----------------------------------------------
                0.00    0.00     718/718         Branch::pack(PackedBranch&) [311]
[326]    0.0    0.00    0.00     718         PackedJoint& std::vector<PackedJoint, std::allocator<PackedJoint> >::emplace_back<PackedJoint>(PackedJoint&&) [326]
-----------------------------------------------
                0.00    0.00       2/705         SceneGenerator::generate_grove() [1]
                0.00    0.00       2/705         LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, int, (glm::qualifier)0>, float, int, int) [558]
                0.00    0.00       2/705         GrovePacker::GrovePacker() [1581]
                0.00    0.00       2/705         PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [565]
                0.00    0.00       4/705         ImpostorBaker::prepare(int, std::vector<ClusterData, std::allocator<ClusterData> >&, ImpostorBaker::ImpostorGenerationParams&, ImpostorsData*) [72]
                0.00    0.00       4/705         TextureAtlas::increase_capacity_tex(Texture&, int) [515]
                0.00    0.00       6/705         TextureAtlas::TextureAtlas(int, int, int, int) [499]
                0.00    0.00       8/705         TextureAtlas::TextureAtlas() [489]
                0.00    0.00      10/705         TextureAtlas::TextureAtlas(TextureAtlas const&) [473]
                0.00    0.00      24/705         TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
                0.00    0.00      27/705         GETreeGenerator::convert(GETreeGenerator::Tree&, Tree&) [534]
                0.00    0.00      29/705         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00      32/705         BillboardCloudRaw::prepare(int, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, BillboardCloudData*, std::vector<std::_List_iterator<BillboardData>, std::allocator<std::_List_iterator<BillboardData> > >&) [34]
                0.00    0.00      71/705         BillboardCloudRaw::BillboardCloudRaw() [372]
                0.00    0.00     122/705         ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&) [28]
                0.00    0.00     360/705         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[327]    0.0    0.00    0.00     705         Countable::Countable(int) [327]
-----------------------------------------------
                0.00    0.00       4/604         TextureAtlas::increase_capacity_tex(Texture&, int) [515]
                0.00    0.00       8/604         TextureAtlas::destroy() [444]
                0.00    0.00     592/604         TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
[328]    0.0    0.00    0.00     604         TextureManager::delete_tex(Texture&) [328]
                0.00    0.00     604/2170        Texture::~Texture() [300]
-----------------------------------------------
                0.00    0.00     592/592         TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [432]
[329]    0.0    0.00    0.00     592         TextureManager::create_unnamed(int, int, bool, int) [329]
                0.00    0.00    1184/3039        debugl(unsigned int, char const*, ...) [294]
                0.00    0.00     592/824         Texture::Texture(int, int, bool, int) [322]
